cid,name,description,url,v_count,likes
1549875572241410, transition , 利用暂停变换一切可以变的东西。你的脑洞在哪里。谁是transition king ,https://www.douyin.com/share/challenge/1549875572241410 ,45,3129359
1552394635036673, 王者荣耀 , 捕捉王者荣耀大神,https://www.douyin.com/share/challenge/1552394635036673 ,208,1920911
1600720944658436, 第五人格 , 遇到不怕监管者的求生者很无奈,https://www.douyin.com/share/challenge/1600720944658436 ,52,688300
1577862026958862, 中秋 , 备战中秋佳节，货已上架，原生态竹筒酒,https://www.douyin.com/share/challenge/1577862026958862 ,3,675009
1561584511636481, 武汉 , 简单描述一下你的挑战,https://www.douyin.com/share/challenge/1561584511636481 ,17,506643
1565077226604546, 哈士奇 , 哈士奇有多2……,https://www.douyin.com/share/challenge/1565077226604546 ,67,493434
1614283532547079, 我也是只小黄鸭 , 你是不是也被C位出道的小黄鸭刷了屏！听说小黄衣和小黄鸭更配哦~快来穿上你的小黄衣跟小黄鸭一起合拍吧~,https://www.douyin.com/share/challenge/1614283532547079 ,11,434874
1558589039423489, 正能量 , 传播正能量啊！,https://www.douyin.com/share/challenge/1558589039423489 ,20,395674
1600347043144717, 大石桥联盟 , 一群爱音乐的大石桥人,https://www.douyin.com/share/challenge/1600347043144717 ,2,340597
1597437166458884, 爸爸的私房钱 , 房间里柜子里枕头下 哪里都是爸爸藏私房钱的好地方！,https://www.douyin.com/share/challenge/1597437166458884 ,1,322193
1573347801159693, 王者荣耀, ,https://www.douyin.com/share/challenge/1573347801159693 ,1,319773
1582753721231373, 抱歉，我们不一样🙂 , 你在南方的艳阳里秀着恩爱，我在旁边被猝不及防塞了一嘴狗粮——“最讨厌和你们这些小情侣一起吃饭了（怒摔！）”,https://www.douyin.com/share/challenge/1582753721231373 ,4,318307
1554015224305665, 手控 , 00后男神,https://www.douyin.com/share/challenge/1554015224305665 ,7,316312
1571243793981505, 易烊千玺, ,https://www.douyin.com/share/challenge/1571243793981505 ,120,305920
1563217563814914, 王嘉尔 , 简单描述一下你的挑战,https://www.douyin.com/share/challenge/1563217563814914 ,493,285604
1562852280441858, 一生所爱 , 有多少人，喜欢【大话西游】一句经典对白，一个故事一段情！,https://www.douyin.com/share/challenge/1562852280441858 ,16,284241
1594269244868616, 黑龙茶全民达布 , 喝茶时间，放松一下，赶走不开心。,https://www.douyin.com/share/challenge/1594269244868616 ,2,276455
1615180728501261, 郑州我来了 , 这里是拥有千年历史沉淀的中原古都，也是怀拥航空港、自贸区、空中丝绸之路的新一线城市。这里有朴实霸气的烩面、胡辣汤，也有潮流时尚的国际新万象。这里是郑州，正在用包容、多元、尖端、大气的形象架构起“国际郑”的肌体，也在吸引越来越多的高端人才选择郑州，发展郑州，创造郑州……“智汇郑州”新政策的出炉，定会携手更多优秀人才出彩中原！,https://www.douyin.com/share/challenge/1615180728501261 ,2,274343
1599870072931331, 谁也挡不住你的微笑 , 你可能没有发现，你的回眸一笑百媚生，惊艳了那些平静无澜的日常；你蓦然回首地嫣然一笑，吹散了许多人心上的阴霾。就是这样平凡而又珍贵的笑容，传递温暖给予力量，拉近距离消除隔阂，温柔了每个人的世界。,https://www.douyin.com/share/challenge/1599870072931331 ,22,251747
1602696558687246, 你的镜头推太近啦！ , 想拍摄一个从远处到近景的推近镜头，难道只能自己拿着手机跑过去吗？有了zoom新功能，拍摄视频的同时镜头推近不再成为难题！按住拍摄键开拍，同时向上拖动拍摄键就可实现镜头推近啦！,https://www.douyin.com/share/challenge/1602696558687246 ,46,251116
1569999863499778, 开空调 , 开空调！对炎热说不,https://www.douyin.com/share/challenge/1569999863499778 ,1,247199
1573819939610637, 漫威 , 喜欢漫威的小伙伴们，大家上视频吧！,https://www.douyin.com/share/challenge/1573819939610637 ,7,236442
1563863281278978, 英雄联盟 , 英雄联盟街舞大赛,https://www.douyin.com/share/challenge/1563863281278978 ,49,231417
1574030716416014, 绝地求生 , 吃鸡吃鸡！今晚吃鸡！,https://www.douyin.com/share/challenge/1574030716416014 ,10,229235
1587568502841358, 蔡徐坤 , 偶像练习生   给我坤打call,https://www.douyin.com/share/challenge/1587568502841358 ,363,225247
1594009542139907, 分娩疼痛 , 感受分娩疼痛,https://www.douyin.com/share/challenge/1594009542139907 ,1,219483
1553304054213633, 猫 , 爱猫,https://www.douyin.com/share/challenge/1553304054213633 ,266,216035
1600147528099843, 你真是每个动作都是戏😏 , 在抖音，表演影视剧台词不只有简单的对口型，还可以调动全身的形体动作去传递台词的含义。如果用手语动作拍手势舞对你来说已经十分得心应手了，不如来试试用丰富有趣而又形象的肢体语言，手语动作来表演经典影视剧的台词吧。不得不说，拥有如此别具一格的台词诠释方式，简直就是“不说话的表演大师”，你的每个动作都是戏~,https://www.douyin.com/share/challenge/1600147528099843 ,25,203384
1582970099534861, 往后余生 , 往后余生容得下两个人地方的你希望和谁一起？❤️,https://www.douyin.com/share/challenge/1582970099534861 ,9,203292
1590893120978087, 吃鸡我们是认真的 , 游戏中把把都吃不到鸡？那不如来现实生活中吃鸡！《终结者2：审判日》邀你来展示独特吃鸡法，快来晒出各种吃鸡相关的趣味视频参与活动！截至2月7日16:00，点赞排名前三的鸡友将依次获得Beats Solo3无线头戴式耳机、 Beats Pill蓝牙音箱、富士mini25拍立得相机，第四至第十名将获得抖音吃鸡礼盒。所有参与活动的用户都将获得价值88元的游戏礼包哦~~~（游戏礼包需在《终结者2：审判日》安卓端内完成领取，iOS客户端暂不支持。）,https://www.douyin.com/share/challenge/1590893120978087 ,1,200226
1599884221663246, 大笑江湖舞 , 我们一起来大笑江湖吧,https://www.douyin.com/share/challenge/1599884221663246 ,2,199808
1561456175697921, 减肥 , 简单描述一下你的挑战,https://www.douyin.com/share/challenge/1561456175697921 ,15,189078
1564739495504897, 夹娃娃 , 西安，夹娃娃大神挑战,https://www.douyin.com/share/challenge/1564739495504897 ,1,181288
1601431026202696, 咱俩真“合拍”！ , 期待已久的分屏功能终于上线啦！在抖音就可以直接隔着屏幕来互动——用你的动作、语言隔空控制别人的表情或是身体动作，当然你也可以和屏幕里的另一个自己互动哦~,https://www.douyin.com/share/challenge/1601431026202696 ,21,180290
1591279980845063, 你才是“镜头”的焦点！ , 盛装出镜，粉墨登场也许吸人眼球；但其貌不扬，平淡无奇，你也可以是别人眼中的主角~,https://www.douyin.com/share/challenge/1591279980845063 ,11,178500
1602600378415118, 这些道具也能拍大片？！ , 想要拍出个性独特的照片，不仅仅需要好的拍照技巧与角度，恰到好处的道具也能锦上添花，让照片更有意境与美感。,https://www.douyin.com/share/challenge/1602600378415118 ,9,176315
1556922701042689, cosplay , 听说cos和音乐更配哦,https://www.douyin.com/share/challenge/1556922701042689 ,19,174235
1562483860441089, 文字 , 抖音的一股清流！,https://www.douyin.com/share/challenge/1562483860441089 ,34,173503
1592636466781262, 捣蒜舞 , 豆芽们~开年最火的捣蒜舞了解一下啦！没错，这是抖音君见过最洗脑的捣蒜姿势了，你还不来跟一波风嘛！,https://www.douyin.com/share/challenge/1592636466781262 ,5,157278
1564387498354690, 比心 , 简单描述一下你的挑战,https://www.douyin.com/share/challenge/1564387498354690 ,5,156847
1563268918311937, 自我介绍 , 好饿🌚,https://www.douyin.com/share/challenge/1563268918311937 ,1,155486
1601704060055566, 别眨眼，我要“变身”了 , 小时候，是不是特别羡慕那些动画片里有“特别身份”的人物？水兵月变身之后不再是普通高中生而是守护和平的美少女战士，数码宝贝们配上标配BGM可以进化成高级版数码宝贝，是不是做梦都想“变身”成更好的自己吗？,https://www.douyin.com/share/challenge/1601704060055566 ,14,155081
1615114707537927, 与流量王者合拍 , 上海移动“全国大流量套餐”，给你无限的探索，让你成为当之无愧的流量霸主，10月25-27日，参与上海移动#与流量王者合拍挑战赛，模仿示范视频，脑洞大开进行合拍，有机会赢取60GB流量及千兆宽带大礼！,https://www.douyin.com/share/challenge/1615114707537927 ,8,150271
1584126611450894, exo , 喜欢exo的可以参与哦  本命灿烈伯贤.,https://www.douyin.com/share/challenge/1584126611450894 ,42,147628
1598875034085390, 新泡沫之夏 , 张雪迎秦俊杰,https://www.douyin.com/share/challenge/1598875034085390 ,1,144350
1593811418128392, 奥斯卡欠你一座小金人😏 , 一年一度的奥斯卡金像奖又要开始颁奖了，亲爱的豆芽们，此时不拼一下演技，更待何时？,https://www.douyin.com/share/challenge/1593811418128392 ,15,142175
1614569260071949, hello手势舞 , 见面打招呼还在招手say hello？不不不~作为新时代的弄潮儿，见面不先来一段手势舞怎么能体现出我们高端大气上档次的贵族气质呢！所以，以后见面请用“hello手势舞”跟我打招呼~,https://www.douyin.com/share/challenge/1614569260071949 ,3,142153
1597002737214468, ninepercent , 最终九人 王者出道,https://www.douyin.com/share/challenge/1597002737214468 ,34,140138
1591038305453127, 我能弹动音波😏 , 最强音波来袭，你还不抖抖抖抖起来嘛~,https://www.douyin.com/share/challenge/1591038305453127 ,4,133146
1586063218660365, 偶像练习生 , .........,https://www.douyin.com/share/challenge/1586063218660365 ,22,122878
1569543287123969, 猜车 , 我来发车你来猜,https://www.douyin.com/share/challenge/1569543287123969 ,19,122740
1587478094660622, 🚫冰冻挑战🚫 , 想象一下如果拍抖音过程中像是突然被施了“冰冻”魔法，将保持一段时间无法动弹，定格在画面中，会是什么样的情景~此刻，你正摆着一个怎样的动作？是舒服帅气的pose，还是艰难而狰狞的强撑？,https://www.douyin.com/share/challenge/1587478094660622 ,2,120171
1599450291725320, 千店繁华万象有为 , HESR华为授权体验店2000家庆典,https://www.douyin.com/share/challenge/1599450291725320 ,3,119812
1563931641435137, 易烊千玺 , 爱,https://www.douyin.com/share/challenge/1563931641435137 ,255,115631
1598506744535063, 有你在身边就很美 , “想和你一起看一场演唱会，想你难过时在我怀中流泪，想和你背包走遍天南地北……”你的身边有没有这样的一个人，你们一起走过埋头苦读的青葱岁月，一起背着背包走遍天南地北，TA难过时你在身边，你闪耀时也有TA作陪，你们在一起，就是最完美的阵容。一直陪在你身边的那个人，又是谁呢？不管是朋友、恋人还是家人，快和你的那个TA一起录出你们的“陪伴”吧！,https://www.douyin.com/share/challenge/1598506744535063 ,9,113648
1600951854012424, 敬礼，我的“超级英雄”！ , 对于现在的很多年轻人来说，提起“英雄”，他们会马上想到超人、蝙蝠侠、钢铁侠这样的动漫形象。,https://www.douyin.com/share/challenge/1600951854012424 ,3,113361
1549701348199425, 王俊凯 , 王俊凯，凯！凯！凯！凯！凯！,https://www.douyin.com/share/challenge/1549701348199425 ,65,112062
1575369394224141, 郑爽 , 是爽歪歪的都可以参加,https://www.douyin.com/share/challenge/1575369394224141 ,153,112056
1563095009253378, 汉服 , 今天你穿汉服了吗,https://www.douyin.com/share/challenge/1563095009253378 ,86,110862
1587135067847694, 护士懂护士 , 护士的辛苦，你懂的,https://www.douyin.com/share/challenge/1587135067847694 ,9,109930
1595712446058510, 这，就是我 , 曾几何时，你也开始因为别人的评判而改变自己，抛去自己原来的样子，穿上伪装，为了合群而妥协。可这真的是你喜欢的自己的样子吗？,https://www.douyin.com/share/challenge/1595712446058510 ,6,108108
1594176527027208, 那些年我错过的抖音神曲 , 这些熟悉的抖音经典曲目你还记得吗？陪伴抖音这么久，听到这些歌有没有些许美好感动的回忆涌上心头呢。不论你因为哪些歌而入坑抖音，都来复习一下你当时的入坑曲吧~听，耳熟能详的音乐又响起起来了，是时候再现经典了~,https://www.douyin.com/share/challenge/1594176527027208 ,3,107810
1603306822020164, 键帽 , 键帽七天换,https://www.douyin.com/share/challenge/1603306822020164 ,16,107696
1573721726566413, 广东雨神 , 保护我方乳神，模仿广东雨神...,https://www.douyin.com/share/challenge/1573721726566413 ,2,100202
1585120603577358, 小心我的眼神杀😏 , 一双深邃动人，勾魂摄魄的双眼可以秒杀一切~你一眨眼，仿佛机关枪一般，biubiubiu自带威力发射~让对面的人猝不及防无法闪躲，一度拜倒在这眼神杀的魅惑下~想试试，你的眼神有多杀多撩多迷人？赶快使用音频《眼神杀》或其他合适的原创音频，用眼神展现你强大的气场~今天，就让你的眼睛来做猎物杀手！,https://www.douyin.com/share/challenge/1585120603577358 ,6,97414
1598542370355245, 蔡徐坤蔡徐坤蔡徐坤蔡徐坤蔡徐 , 披金成王，伴坤远航。我们是ikun没有任何理由，不需要任何证明。,https://www.douyin.com/share/challenge/1598542370355245 ,58,97404
1583127640371214, 盐城 , 盐城，一个让人打开心扉的地方,https://www.douyin.com/share/challenge/1583127640371214 ,13,97164
1568025021644866, 林宥嘉 , 热舞林宥嘉,https://www.douyin.com/share/challenge/1568025021644866 ,5,95976
1570162311340034, 铲屎官和他的主人 , 当当当~萌宠特辑来啦~每一个宠物都是可爱的小天使！身为一名铲屎官，我骄傲~我自豪~我光荣！,https://www.douyin.com/share/challenge/1570162311340034 ,4,92884
1590557225016327, 快看我的“超能力”😏 , 不知道从什么时候开始，偶像剧里的男女主没有点超能力，剧情就编不下去——男主可以瞬间移动、让时间静止；女主可以做梦预知未来；简直是飞檐走壁，无所不能，看了这么多偶像剧，你不想玩一玩超能力吗？抖音帮你轻松实现！,https://www.douyin.com/share/challenge/1590557225016327 ,3,92552
